"","domain","supergroup","division","subdivision","class","order","family","genus","species"
"ASV_248","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Pyramimonadophyceae","Pyramimonadales","Pyramimonadaceae","Pyramimonas","Pyramimonas_gelidicola"
"ASV_249","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Pyramimonadophyceae","Pyramimonadales","Pyramimonadales_X","Pyramimonadales_XX","Pyramimonadales_XX_sp."
"ASV_251","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Oligotrichida","Tontoniidae","Tontoniidae_X","Tontoniidae_X_sp."
"ASV_252","Eukaryota","Cryptista","Cryptophyta","Cryptophyta_X","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Teleaulax","Teleaulax_gracilis"
"ASV_253","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Oligotrichida","unassigned","unassigned","unassigned"
"ASV_255","Eukaryota","TSAR","Alveolata","Dinoflagellata","unassigned","unassigned","unassigned","unassigned","unassigned"
"ASV_256","Eukaryota","TSAR","Stramenopiles","Gyrista","Pelagophyceae","Pelagomonadales","Pelagomonadales_clade_B","Pelagomonadales_clade_B2","Pelagomonadales_clade_B2_sp."
"ASV_259","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gymnodinium","Gymnodinium_sp."
"ASV_260","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Sagenista_X","MAST-7","unassigned","unassigned"
"ASV_261","Eukaryota","TSAR","Telonemia","Telonemia_X","Telonemia_XX","Telonemia_XXX","Telonemia-Group-2","Telonemia-Group-2_X","Telonemia-Group-2_X_sp."
"ASV_262","Eukaryota","TSAR","Rhizaria","Cercozoa","Chlorarachniophyceae","Chlorarachniophyceae_X","NPK2-lineage","NPK2-lineage_X","NPK2-lineage_X_sp."
"ASV_264","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa_nei/rotundata"
"ASV_265","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-10-and-11","Dino-Group-II-Clade-10-and-11_X","Dino-Group-II-Clade-10-and-11_X_sp."
"ASV_266","Eukaryota","TSAR","Stramenopiles","Gyrista","Gyrista_X","Gyrista_XX","MAST-1","MAST-1C","MAST-1C_sp."
"ASV_268","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Oligotrichida","Strombidiidae","Strombidium","unassigned"
"ASV_269","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Choreotrichida-Tintinnina","unassigned","unassigned","unassigned"
"ASV_270","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gymnodinium","Gymnodinium_sp."
"ASV_271","Eukaryota","TSAR","Stramenopiles","Gyrista","Gyrista_X","Gyrista_XX","MAST-2","MAST-2C","MAST-2C_sp."
"ASV_273","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Oligotrichida","Oligotrichida_X","Oligotrichida_XX","Oligotrichida_XX_sp."
"ASV_274","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","unassigned","unassigned"
"ASV_275","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Sagenista_X","MAST-7","MAST-7B","MAST-7B_sp."
"ASV_276","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa_pygmaea"
"ASV_277","Eukaryota","Haptista","Haptophyta","Haptophyta_X","Prymnesiophyceae","Prymnesiales","Chrysochromulinaceae","Chrysochromulina","Chrysochromulina_simplex"
"ASV_278","Eukaryota","Haptista","Haptophyta","Haptophyta_X","Prymnesiophyceae","Prymnesiales","Chrysochromulinaceae","Chrysochromulina","Chrysochromulina_simplex"
"ASV_279","Eukaryota","TSAR","Stramenopiles","Gyrista","Mediophyceae","Thalassiosirales","unassigned","unassigned","unassigned"
"ASV_280","Eukaryota","Cryptista","Cryptophyta","Cryptophyta_X","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Teleaulax","Teleaulax_amphioxeia"
"ASV_281","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Sagenista_X","MAST-7","unassigned","unassigned"
"ASV_282","Eukaryota","TSAR","Stramenopiles","Gyrista","Mediophyceae","Thalassiosirales","Thalassiosiraceae","Minidiscus","Minidiscus_spinulatus"
"ASV_284","Eukaryota:nucl","Cryptista:nucl","Cryptophyta:nucl","Cryptophyta_X:nucl","Cryptophyceae:nucl","Cryptomonadales:nucl","Cryptomonadales_X:nucl","unassigned","unassigned"
"ASV_285","Eukaryota","Obazoa","Opisthokonta","Choanoflagellata","Choanoflagellatea","Acanthoecida","Acanthoecidae_Group_G","Calliacantha","Calliacantha_natans"
"ASV_286","Eukaryota","Haptista","Haptophyta","Haptophyta_X","Prymnesiophyceae","Prymnesiales","Chrysochromulinaceae","Chrysochromulina","Chrysochromulina_simplex"
"ASV_287","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-1","Dino-Group-I-Clade-1_X","Dino-Group-I-Clade-1_X_sp."
"ASV_288","Eukaryota","TSAR","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"ASV_291","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"ASV_293","Eukaryota","Obazoa","Opisthokonta","Ichthyosporea","Ichthyophonida","Ichthyophonida_X","Ichthyophonida_XX","Ichthyophonida_XXX","Ichthyophonida_XXX_sp."
"ASV_294","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gymnodinium","unassigned"
"ASV_295","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Sagenista_X","MAST-4","MAST-4A","MAST-4A_sp."
"ASV_296","Eukaryota","TSAR","Alveolata","Dinoflagellata","unassigned","unassigned","unassigned","unassigned","unassigned"
"ASV_297","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-1","Dino-Group-I-Clade-1_X","Dino-Group-I-Clade-1_X_sp."
"ASV_298","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Margalefidinium","Margalefidinium_fulvescens"
"ASV_299","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Lepidodinium","Lepidodinium_viride"
"ASV_302","Eukaryota","TSAR","Stramenopiles","Gyrista","Mediophyceae","Cymatosirales","Cymatosiraceae","Brockmanniella","Brockmanniella_brockmannii"
"ASV_303","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa_rotundata"
"ASV_304","Eukaryota","Haptista","Haptophyta","Haptophyta_X","Prymnesiophyceae","Prymnesiales","Chrysochromulinaceae","Chrysochromulina","Chrysochromulina_simplex"
"ASV_307","Eukaryota","TSAR","Stramenopiles","Gyrista","Gyrista_X","Gyrista_XX","MAST-2","MAST-2C","MAST-2C_sp."
"ASV_308","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Kareniaceae","Karlodinium","Karlodinium_veneficum"
"ASV_309","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Sagenista_X","MAST-4","MAST-4A","MAST-4A_sp."
"ASV_312","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-4","Dino-Group-I-Clade-4_X","Dino-Group-I-Clade-4_X_sp."
"ASV_313","Eukaryota","TSAR","Telonemia","Telonemia_X","Telonemia_XX","Telonemia_XXX","Telonemia-Group-2","Telonemia-Group-2_X","Telonemia-Group-2_X_sp."
"ASV_314","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","unassigned","unassigned","unassigned"
"ASV_315","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniopsidaceae","Parvodinium","Parvodinium_inconspicuum"
"ASV_316","Eukaryota","TSAR","Stramenopiles","Gyrista","Mediophyceae","Thalassiosirales","Thalassiosiraceae","Thalassiosira","Thalassiosira_minuscula"
"ASV_317","Eukaryota","Haptista","Haptophyta","Haptophyta_X","Prymnesiophyceae","Prymnesiales","Chrysochromulinaceae","Chrysochromulina","unassigned"
"ASV_318","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-1","Dino-Group-I-Clade-1_X","Dino-Group-I-Clade-1_X_sp."
"ASV_319","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Mamiellophyceae","Mamiellales","Mamiellaceae","Micromonas","Micromonas_pusilla"
"ASV_321","Eukaryota","TSAR","Stramenopiles","Gyrista","Mediophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Chaetoceros_socialis"
"ASV_322","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","Gyrodinium_fusiforme"
"ASV_326","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Dinophysales","Dinophysaceae","Dinophysis","Dinophysis_caudata"
"ASV_327","Eukaryota","TSAR","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"ASV_328","Eukaryota","Obazoa","Opisthokonta","Choanoflagellata","Choanoflagellatea","unassigned","unassigned","unassigned","unassigned"
"ASV_329","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-4","unassigned","unassigned"
"ASV_330","Eukaryota","Haptista","Haptophyta","Haptophyta_X","Prymnesiophyceae","Prymnesiophyceae_Clade_D","Prymnesiophyceae_Clade_D_X","Prymnesiophyceae_Clade_D_XX","Prymnesiophyceae_Clade_D_XX_sp."
"ASV_331","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Dinophyceae_X","Dinophyceae_XX","Dinophyceae_XXX","Dinophyceae_XXX_sp."
"ASV_332","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Sagenista_X","MAST-10","MAST-10_X","MAST-10_X_sp."
"ASV_335","Eukaryota","Cryptista","Cryptophyta","Cryptophyta_X","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Teleaulax","unassigned"
"ASV_339","Eukaryota","Cryptista","Kathablepharidacea","Kathablepharida","Kathablepharidea","Kathablepharidida","Kathablepharidida_X","Leucocryptos","Leucocryptos_marina"
"ASV_340","Eukaryota","TSAR","Telonemia","Telonemia_X","Telonemia_XX","Telonemia_XXX","Telonemia-Group-2","Telonemia-Group-2_X","Telonemia-Group-2_X_sp."
"ASV_341","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Oligotrichida","Oligotrichida_X","Oligotrichida_XX","Oligotrichida_XX_sp."
"ASV_343","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Choreotrichida","Strobilidiidae","Pelagostrobilidium","Pelagostrobilidium_neptuni"
"ASV_344","Eukaryota","TSAR","Stramenopiles","Gyrista","Mediophyceae","Thalassiosirales","Thalassiosiraceae","Thalassiosira","Thalassiosira_concaviuscula"
"ASV_346","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"ASV_347","Eukaryota","Cryptista","Cryptophyta","Cryptophyta_X","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Geminigera","Geminigera_cryophila"
"ASV_349","Eukaryota","TSAR","Alveolata","Dinoflagellata","unassigned","unassigned","unassigned","unassigned","unassigned"
"ASV_350","Eukaryota","TSAR","Alveolata","Dinoflagellata","unassigned","unassigned","unassigned","unassigned","unassigned"
"ASV_351","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","unassigned","unassigned","unassigned"
"ASV_352","Eukaryota","Haptista","Haptophyta","Haptophyta_X","Prymnesiophyceae","Prymnesiales","Chrysochromulinaceae","Chrysochromulina","Chrysochromulina_cymbium"
"ASV_354","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gonyaulacales","Ceratiaceae","Ceratium","Ceratium_sp."
"ASV_355","Eukaryota","TSAR","Stramenopiles","Gyrista","Mediophyceae","Thalassiosirales","Thalassiosiraceae","unassigned","unassigned"
"ASV_357","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","unassigned","unassigned","unassigned"
"ASV_358","Eukaryota","TSAR","Stramenopiles","Bigyra","Opalozoa","Nanomonadea","MAST-3","MAST-3E","MAST-3E_sp."
"ASV_359","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","unassigned","unassigned","unassigned","unassigned"
"ASV_361","Eukaryota","TSAR","Stramenopiles","Gyrista","Coscinodiscophyceae","Rhizosoleniales","Rhizosoleniaceae","Guinardia","Guinardia_delicatula"
"ASV_362","Eukaryota","TSAR","Stramenopiles","Gyrista","Mediophyceae","Thalassiosirales","Skeletonemaceae","Skeletonema","Skeletonema_dohrnii"
"ASV_364","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Lepidodinium","unassigned"
"ASV_365","Eukaryota","TSAR","Stramenopiles","Bigyra","unassigned","unassigned","unassigned","unassigned","unassigned"
"ASV_366","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Sagenista_X","MAST-4","MAST-4E","MAST-4E_sp."
"ASV_368","Eukaryota","TSAR","Rhizaria","Cercozoa","unassigned","unassigned","unassigned","unassigned","unassigned"
"ASV_369","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Sagenista_X","MAST-4","MAST-4E","MAST-4E_sp."
"ASV_370","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Pyramimonadophyceae","Pyramimonadales","Pyramimonadaceae","Pyramimonas","Pyramimonas_gelidicola"
"ASV_371","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Labyrinthulomycetes","Labyrinthulaceae","Aplanochytrium","Aplanochytrium_sp."
"ASV_372","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Thoracosphaeraceae","unassigned","unassigned"
"ASV_373","Eukaryota","Haptista","Haptophyta","Haptophyta_X","Prymnesiophyceae","Prymnesiales","Chrysochromulinaceae","Chrysochromulina","Chrysochromulina_cymbium"
"ASV_374","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Mamiellophyceae","Mamiellales","Mamiellaceae","Micromonas","Micromonas_bravo_B2"
"ASV_375","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Kareniaceae","Karlodinium","Karlodinium_sp."
"ASV_376","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","Gyrodinium_guttula"
"ASV_378","Eukaryota","TSAR","Stramenopiles","Gyrista","Mediophyceae","Thalassiosirales","Thalassiosiraceae","Thalassiosira","unassigned"
"ASV_379","Eukaryota","TSAR","Stramenopiles","Gyrista","Mediophyceae","Thalassiosirales","Thalassiosiraceae","Minidiscus","Minidiscus_trioculatus"
"ASV_382","Eukaryota","TSAR","Stramenopiles","Gyrista","unassigned","unassigned","unassigned","unassigned","unassigned"
"ASV_383","Eukaryota","TSAR","Alveolata","Dinoflagellata","unassigned","unassigned","unassigned","unassigned","unassigned"
"ASV_385","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Oligotrichida","Oligotrichida_X","Oligotrichida_XX","Oligotrichida_XX_sp."
"ASV_386","Eukaryota","TSAR","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"ASV_387","Eukaryota","TSAR","Stramenopiles","Gyrista","Phaeophyceae","Phaeophyceae_X","Phaeophyceae_XX","Costaria","Costaria_costata"
"ASV_388","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Thoracosphaeraceae","unassigned","unassigned"
"ASV_389","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","unassigned","unassigned","unassigned","unassigned"
"ASV_390","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Thecofilosea","Ebriacea","Ebriidae","Ebria","Ebria_tripartita"
"ASV_392","Eukaryota","TSAR","Stramenopiles","Gyrista","Mediophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Chaetoceros_socialis-debilis"
"ASV_393","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gymnodinium","Gymnodinium_sp."
"ASV_395","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Thoracosphaeraceae","unassigned","unassigned"
"ASV_396","Eukaryota","TSAR","Alveolata","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"ASV_397","Eukaryota","TSAR","Stramenopiles","Gyrista","Dictyochophyceae","Dictyochophyceae_X","Florenciellales","Pseudochattonella","Pseudochattonella_verruculosa"
"ASV_398","Eukaryota","TSAR","Alveolata","Ciliophora","unassigned","unassigned","unassigned","unassigned","unassigned"
"ASV_399","Eukaryota","Haptista","Haptophyta","Haptophyta_X","Prymnesiophyceae","Prymnesiales","Prymnesiaceae","Prymnesium","unassigned"
"ASV_400","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-1","Dino-Group-I-Clade-1_X","Dino-Group-I-Clade-1_X_sp."
"ASV_401","Eukaryota","Haptista","Haptophyta","Haptophyta_X","Prymnesiophyceae","Coccolithales","Chrysotilaceae","unassigned","unassigned"
"ASV_402","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Thecofilosea","unassigned","unassigned","unassigned","unassigned"
"ASV_403","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium_depressum"
"ASV_404","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gonyaulacales","Gonyaulacaceae","Gonyaulax","Gonyaulax_membranaceae"
"ASV_405","Eukaryota","TSAR","Stramenopiles","Gyrista","Mediophyceae","Thalassiosirales","Stephanodiscaceae","Cyclotella","Cyclotella_striata"
"ASV_406","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Kareniaceae","Karlodinium","Karlodinium_veneficum"
"ASV_407","Eukaryota","TSAR","Stramenopiles","Gyrista","Mediophyceae","Thalassiosirales","Thalassiosiraceae","Thalassiosira","Thalassiosira_hispida"
"ASV_410","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-4","Dino-Group-I-Clade-4_X","Dino-Group-I-Clade-4_X_sp."
"ASV_411","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-10-and-11","Dino-Group-II-Clade-10-and-11_X","Dino-Group-II-Clade-10-and-11_X_sp."
"ASV_412","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gonyaulacales","Ceratiaceae","Ceratium","Ceratium_sp."
"ASV_414","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-4","Dino-Group-I-Clade-4_X","Dino-Group-I-Clade-4_X_sp."
"ASV_416","Eukaryota","Haptista","Haptophyta","Haptophyta_X","Prymnesiophyceae","Prymnesiophyceae_Clade_D","Prymnesiophyceae_Clade_D_X","Prymnesiophyceae_Clade_D_XX","Prymnesiophyceae_Clade_D_XX_sp."
"ASV_417","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Sagenista_X","MAST-7","unassigned","unassigned"
"ASV_418","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Cryothecomonas-lineage","Cryothecomonas","Cryothecomonas_aestivalis"
"ASV_419","Eukaryota","Haptista","Haptophyta","Haptophyta_X","Prymnesiophyceae","Prymnesiales","Chrysochromulinaceae","Chrysochromulina","Chrysochromulina_simplex"
"ASV_420","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Margalefidinium","Margalefidinium_fulvescens"
"ASV_421","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Cryothecomonas-lineage","Cryothecomonas","Cryothecomonas_aestivalis"
"ASV_423","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","unassigned","unassigned","unassigned"
"ASV_424","Eukaryota","TSAR","Stramenopiles","Gyrista","Mediophyceae","Thalassiosirales","unassigned","unassigned","unassigned"
"ASV_425","Eukaryota","TSAR","Alveolata","Dinoflagellata","unassigned","unassigned","unassigned","unassigned","unassigned"
"ASV_426","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"ASV_427","Eukaryota","TSAR","Stramenopiles","Gyrista","Mediophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","unassigned"
"ASV_428","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","unassigned","unassigned","unassigned"
"ASV_429","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Sagenista_X","MAST-4","MAST-4D","MAST-4D_sp."
"ASV_430","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-10-and-11","Dino-Group-II-Clade-10-and-11_X","Dino-Group-II-Clade-10-and-11_X_sp."
"ASV_431","Eukaryota","TSAR","Stramenopiles","Gyrista","Mediophyceae","Cymatosirales","Cymatosiraceae","Brockmanniella","Brockmanniella_brockmannii"
"ASV_432","Eukaryota","TSAR","Stramenopiles","Gyrista","Mediophyceae","Thalassiosirales","Skeletonemaceae","Skeletonema","Skeletonema_pseudocostatum"
"ASV_433","Eukaryota","Archaeplastida","Picozoa","Picozoa_subdivision_1","Picomonadea","Picomonadida","Picomonadidae","Picomonas","Picomonas_sp."
"ASV_434","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","unassigned","unassigned","unassigned"
"ASV_435","Eukaryota","TSAR","Stramenopiles","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"ASV_436","Eukaryota","TSAR","Stramenopiles","Gyrista","Bacillariophyceae","unassigned","unassigned","unassigned","unassigned"
"ASV_437","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Choreotrichida","unassigned","unassigned","unassigned"
"ASV_438","Eukaryota","Haptista","Haptophyta","Haptophyta_X","Prymnesiophyceae","Prymnesiales","Chrysochromulinaceae","Chrysochromulina","Chrysochromulina_simplex"
